id,product,chunk_text,chunk_index
13994850,"Payday loan, title loan, personal loan, or advance loan",i attempted to open account was told my info was not able to be verified s i pulled my xxxx xxxx and credit report info made sure info was correct and no freeze in place i then emailed and called customer service who would not give info and said i could never open account i was provided no adverse action notice and not able to dispute and correct incorrect info they are using to base decision,0
13938213,Credit card,i filed a dispute with my bank truist on my business credit card for services i had contracted and paid for that turned out to be fraudulent my dispute case number was xxxx i singed and paid this contract on xxxxxxxx i found out this was fraudulent transaction in xxxx of xxxx and filed my dispute xxxxxxxx truist has since denied my dispute for no correct or apparent reason that is applicable to the reason i disputed the charge this case involves over 400 others and has been escalated to the sec ftc and fbi this is the letter along with other supporting documents i sent to truist this letter outlines my formal dispute and request for chargeback regarding undelivered commercial trucking services i contracted through xxxx xxxx xxxx and xxxx xxxx xxxx xxxx the dispute relates to payments made via xxxx funded through truist business credit card totaling 1200000 although funds were transmitted through xxxx these payments were in no shape or form a gift they were for contracted services that were misrepresented only partially rendered and ultimately abandoned please refer to the contract attached xxxx xxxx xxxx s recent notice claims banking and payment processing issues caused by their subcontractor xxxx xxxx xxxx constitute a force majeure event additionally stating xxxx xxxx xxxx was never in possession of leased trucks as that was xxxx xxxx xxxx xxxx their subcontractor however banking issues subcontractor failures and business partner defaults are normal business risks not extraordinary force majeure events like natural disasters wars pandemics or government shutdowns etc my contract is directly with xxxx xxxx xxxx their subcontractors failures do not absolve them of their direct obligations to me under the contract courts consistently hold that internal partner or vendor problems do not excuse nonperformance unless explicitly stated which is not the case here xxxx xxxx xxxx attempt to attribute blame to subcontractors xxxx xxxx xxxx xxxx xxxx xxxx xxxx does not absolve them of liability under basic contract law principles a company can not contract away its obligations by outsourcing to third parties the risk of subcontractor nonperformance remains entirely with xxxx xxxx xxxx who was directly responsible for fulfilling the services promised to me therefore their failure to make the guaranteed weekly payments constitutes a breach of contract and fraud not a valid force majeure event i respectfully request that this dispute be resolved in my favor this dispute involves a substantial business loss totaling 1200000 across my truist business credit card as well as an additional 4100000 related to other business cards being disputed and tied to undelivered services and mismanagement of funds totaling in 5200000 as stated in the contract these funds were provided in exchange for the expectation of truck leasing weekly operational income insurance driver coordination and full commercial fleet management all outlined in the signed agreement these services were never rendered in full and operational updates and income deposits ceased without explanation the inability to recover these funds would cause significant financial harm to my business and undermines trust in secure commercial use of truist financial services,0
13976941,Checking or savings account,i am in the process of applying for a mortgage and a recent overdraft fee is preventing my prequalification i respectfully requested a onetime courtesy refund at my branch and by phone but was denied despite being a loyal customer xxxx seeking help with getting it removed so i can move forward with housing for my family,0
13974625,"Money transfer, virtual currency, or money service",this all happened in xxxx and xxxx was taken from my wells fargo account i opened the xxxx xxxx account all on the same day which was in xxxx no it was in xxxx xxxx savings xxxx checking in the last part of of xxxxxxxx of xxxx or and i received nothing they lied about the date that i opened my savings account that i was transferring on wire transfer from wells fargo 20000000 9900000 and some change in checking and savings i file complaints after complaints after complaints and i never received nothing am i even filed a complaint with this department and services of consumer finances and i still havent received nothing i had identity theft it started a long time ago i just found out ive got xxxx breaches out right now with my social security number ive already had to prove who i was to the social security administration in texas i need i want part of the settlement i want to know whats going on why havent i been contacted i had been hacked by by my cell phone several many times also ive tried many times to to fix the problem with even xxxx sending me a new xxxx card and notifying the fbi themselves for hackers and they were videoing and copying me which i do believe they are now i dont know i found somebody else on my friend s phone i would like some information at once please advise me and i need resources and thank you very much and yes i did try everything ordered new cards i had everything stolen and breached and i need help thank you my information is xxxx my name is xxxx xxxx xxxx xxxx i go by xxxx xxxx xxxx xxxx xxxx xxxx my birthday is xxxx and xxxx if you want any other information you will have to call me or email me thank you for your time and your devotion for helping us have a great day i would also like the xxxx back that was in the wells fargo account i stayed and went to xxxx where they said that they would return my money with xxxx xxxx the xxxx finding my accounts the letters they didnt send me any bank cards they didnt do anything they took the i dont have nothing i would like all of it back and that goes to any bank s third parties transferred parties trans transwire anything overseas international national banks from all banks i would also like something done for my children and grandchildren since they dont understand why theyre xxxx their xxxx doesnt have a home or why she sick they dont understand the seriousness and the devastation that its caused for any high school or or any of my young adolescent and infant to grandkids are my children on why xxxx can not be there or to be able to travel or be there for holidays or to even have the money to afford gifts ill be for birthdays thank you,0
13890066,"Payday loan, title loan, personal loan, or advance loan",cash call loan i was not clear that the interest was something like xxxx xxxx interest the loan was back in xxxx or xxxx paid them back what i owed but was not good enough now almost xxxx years they are contacting me to take my house i have received no correspondence or loan information on what actually the issue is,0
14001321,Credit card,ongoing payment situation with best buy my payments are usually incoreect please look at summary of account activity,0
12629540,Credit card,i just had the worst experience ever with their customer service this was my first time using the travel reward miles after having the xxxx card for several years their capital one xxxx website listed the amount i owed for the hotel i booked as 3600 and charged me 13000 i spent 1 hour and 44 minutes on the phone with them just trying to find out why i was overcharged and to get a refund i was transferred 5 times the first rep said he couldnt do anything about it i asked for a supervisor who escalated the concern and checked with their it department to finally admit that they charged me inaccurately due to a miscalculation in taxes by the system 9400 more than i authorized then they said theyd issue me a refund but said the refund would be in miles and when converted back to dollar amounts it would be less money what i will admit that the supervisor who explained to me how this would work was hard to understand xxxx xxxx was her name but i couldnt understand how they overcharged me and then wont give me the full refund however the worst part was when xxxx transferred me again the third time to the credit card side and the rep was so rude it was absurd she was the only one who did not give me her name or if she did i didnt catch it but i got all the other rep names i was being polite i expressed frustration but was not rude when she said that she was going to transfer me back to the travel rep for them to explain why i was getting the refund in miles and not a dollar amount i said to her that id been on the phone for over an hour and didnt want to be transferred again and she interrupted me and said maam this is the credit card department not the trouble department wow i asked for her supervisor and she put me on hold for 12 minutes did not do what the other reps did which was come back on the line and explain that another rep from the other department was going to take over and then connect me she just automatically transferred me but not to a supervisor but back to the travel department im cancelling this card immediately after this fiasco is resolved and despite all the frustration and amount of time it took to get anywhere theyre losing a customer because of that rep who did not give me her name im disgusted with her,0
13810547,Checking or savings account,usaa savings bank decided to close my account without notice i have a medical health condition and i need my funds released to me they stated it can take 60 days but i can not wait this long i have financial obligation and they can not withhold my funds which all of it is from my employer direct deposit this is unfair and inhumane,0
13723266,Credit card,synchrony bank holds the store credit card xxxx xxxx in which i am making a complaint without notice to the customer my credit availability was lowered on a card ive only had less than 6 months no late payments or past due amounts on this card i went from 850000 to 400000 the only reason i accepted the credit card was because of the credit amount i could get i couldve done an in store credit payment for what i have available without this interest every time i make and payment theyre lowering my availability totally unfair,0
13657229,Checking or savings account,i am filing a complaint regarding wells fargos mishandling of a fraud claim totaling 580000 in unauthorized debit card transactions on xxxxxxxx my wells fargo debit card was stolen and the thief made several fraudulent transactions i reported this to wells fargo immediately and was told a claim would be opened i also complied with their request to file a police report which i did with the xxxx xxxx police department case number xxxx during their investigation wells fargo confirmed they had security footage of the person using the card which proves i was not the one making the transactions however despite clear evidence wells fargo closed the claim and denied reimbursement i believe this is a violation of my consumer rights under the electronic fund transfer act regulation e which requires the bank to properly investigate and resolve fraud claims wells fargo s handling of this case reflects negligence breach of contract and disregard for federal consumer protection laws i am requesting that wells fargo reopen the claim conduct a proper investigation and reimburse the full 580000 that was fraudulently withdrawn from my account,0
13614924,Credit card,applied and received credit it card on xxxxyear for 0 card for 18 months i paid the fees when i got my statement there was charged they will not provide me with my application or fix the mistake called serval times us bank credit card,0
13658829,Checking or savings account,claim number xxxx i made several purchases from xxxx xxxx totaling 790000 i purchased trading card collectibles and shoes i did not recieve the items i tried everything to contact the merchant via email phone and social media no response and no products i contacted wells fargo and told them everything and requested that a dispute be filed for these transactions a claim was opened and not even 48 hours later they denied it after calling them they told me that i need to get the merchant to refund me myself this is a direct violation of reg e as they are required to investigate and contact the merchant for me they did not even do this i told them that the merchant is not responding and they told me that i am out of money in that case i purchased goods and services and did not receive them this is a lot of money if this dispute is not reopened i will have no choice but to contact an attorney,0
13654351,Credit card,i am writing in response to your communication dated insert date of first contact in which you allege that i owe a debt this is a formal notice that i dispute the validity of this debt as provided for by the fair debt collection practices act specifically 15 usc 1692g a under this law i am requesting that you provide proper validation of the debt including the name and address of the original creditor the amount of the alleged debt a copy of the original contract or agreement bearing my signature if applicable proof that you are authorized to collect on this debt and a detailed accounting of how the amount you claim is owed was calculated please be advised that until you provide the requested validation you are legally required to cease all collection activities including phone calls letters or credit reporting related to this debt if you are unable to verify the debt you must stop all attempts to collect it and remove any negative information you may have reported to credit bureaus,0
13633606,Credit card,i have an unfamiliar inquieries report i contacted the bank and they have no information about me in their database thats why im filing this report so i can clear this error from my credit this is why i demand this be removed from my credit report as soon as possible,0
13659200,Checking or savings account,when i noticed that my debit card was hacked on xxxxyear i immediately called wells fargo they noticed multiple money transfers in which i told them that they were not authorized there were a total of xxxx they immediately cancelled my debit card and did not freeze my checking account a total of 480000 was taken from my account i case was filed and was closed 3 days later on xxxxyear i visited wells fargo and spoke to a rep on xxxxyear they told me the case was still pending i received a letter on xxxxyear that my case was closed and not funds were not returned due to not finding any unauthorized transfers even though i told them that the money transfers were not authorized by myself,0
13617484,"Payday loan, title loan, personal loan, or advance loan",i received an email twice from xxxx on xxxxyearxxxx and xxxx xxxx xxxx the first email said xxxx thank you for placing a personal loan request at credible unfortunately our lending partners were unable to offer you personal loan rates today the good news checking rates doesnt impact your credit score we recommend you come back each month to see what options you may qualify for the one of xxxx of xxxx stated xxxx an update o your credible prequalification request i did not apply,0
13612281,Checking or savings account,i opened an account in xxxx xxxx and deposited 5000 into account i tried to make a transaction but it did not go thru since bank account was new my account was closed with my 5000 in there i called bank on xxxx and was told that if i wanted to get my money back i need to call in a month xxxx i called again and the rep i spoke to said they will escalate my concern in order to get my money back today xxxx i received an email again stating my account is under review and i have to wait another month to see the results of the review but somehow i still dont get the money back,0
13949062,"Money transfer, virtual currency, or money service",albertcom albert corporation charged me for a financial subscription nearly a year after i requested my account be closed in xxxxxxxx i submitted a written request via their support system to close my account and cancel any services they stopped billing at first then with no warning they resumed monthly charges almost 12 months later without my consent login or reactivation the unauthorized charges were xxxxxxxx 1400 xxxxxxxx 1600 xxxxxxxx 1600 xxxxxxxx 1600 xxxxxxxx 1600 xxxx 8200 i confronted the company and only after repeated demands did they offer a refund they also initially refused to fully close my account claiming a small balance prevented closure i believe this company is violating consumer protections regarding subscription billing and account termination i have documented proof and screenshots of the cancellation request and billing history please investigate their billing and data retention practices i believe albertcom is systematically exploiting users through deceptive financial practices,0
13524710,"Money transfer, virtual currency, or money service",on xxxxscrub 2025 i received a xxxx payment of xxxx dollars from an individual that i did not know due to the recent scams reported in the news involving xxxx i contacted ally bank and requested that they return the money to the individual i was told by ally that they will process this and that it would be resolved in 510 business days the next day the same individual called me asking me to help me return the money due to the nature of this being a potential scam from previous news reports i told the individual that i made a report to ally and they would return the money to her in 510 days although she tried to insist that i return her the money i repeated to her that ally would return her money in 510 business days the following week i received an email from ally bank saying that my bank accounts and my xxxx account was restricted and to call them in order to resolve this issue after being put on hold for almost one hour i spoke to a representative who told me that the individual went to her bank and reported the transaction as fraudulent which is why my accounts were restricted subsequently i explained to the representative that the individual falsely reported that transaction as fraudulent and by checking documented conversations with ally representatives the previous week that i actually reported the transaction to ally first in order for them to resolve it when the representative checked her records she confirmed this and helped me successfully recover my bank accounts however my xxxx account was still restricted i was told from ally that they would resolve the issue regarding my xxxx account restriction but after numerous calls for updates i was told that only xxxx themselves could fix this issue i called xxxx customer service xxxxscrub 2025 and explained to them my issue and i was told that the xxxx division of ally bank needs to fix this issue when i called ally the same day i explained the ongoing issue and was told that it would be resolved in a few days on xxxxyear2025 i received an email from ally telling me to call them to hear the status of my issue when i called i was told again that xxxx proper has to fix the issue after going back and forth i was finally told that my xxxx token was restricted and xxxx would need to fix it i am filing this complaint against xxxx and ally bank due to this unresolved issue and the back and forth i was subjected to without any resolution hopefully this can be resolved,0
13994197,Checking or savings account,wells fargo bank because on friday xxxx my account had payments taken out of overnight which caused it to go negative the next day i made the appropriate deposits to cover these transactions before the xxxx cut off time and it was brought current before 24 hours i wake up on xxxxyear today and see that i have xxxx 3500 overdraft fees that were put on my account xxxx 3 days later my account was already brought to positive from these transactions and i should not have been issued this i called them and they said they couldnt remove the fees and the timing of the bank was different and they didnt count it until yesterday or something i dont know but it makes no sense and not only can i not afford this right now now but it is just wrong when i covered the transactions had extra money in there and used my account after i brought my account current immediately this is a wrongful charge the system wouldnt let them do it and neither would a supervisor they said they escalated it but it will take 2 business days and i know that my account will stay negative and they will charge me more fees while they figure it out,0
14001558,Credit card,i was fraudulently scammed into thinking i was working with xxxx to recover my xxxx email that has been hijacked and to protect friends and loved ones from getting their identities compromised also i was made to believe they were purchasing gift cards in a sequential orders to over ride false purchases by hijackers i was told not to tell the banks and credit card companies i was working with xxxx they had control of my computer gave me account passwords to use and i was told all would be reversed at the end of securing mine and my loved ones identity so it would never happen again i was terrified and also terminated from my job during this ordeal i tried as soon as i figured out it was a scam to stop transactions and and cancel gift card orders by both credit card company and the merchant with no avail i have disputed but was told i lost and owed xxxx please help i have a police report and reported to the ftc,0
14000954,Credit card,i attempted to make a large payment ahead of my due date xxxxyear i had a preferred payment method saved and had plenty of money in my account to pay the refused my payment accepted xxxx previous payments with same payment method told me i had to wire the funds but never informed me they would be holding my money for a week this not only was misleading it now caused a massive credit score decrease which will cost me a lot of money when attempting to get answers from citi they are not being honest about the transaction or the fact they did not take my approved method xxxx the supervisor also lied to me about resolving this situation they claim no one can free up the money they received from me although an agent told me the opposite just yesterday,0
12856526,Checking or savings account,i submitted a dispute that was denied stating that i authorized the transaction the dispute was due to being charged for a transaction that i placed but ended up being a scam this was for 15000 on xxxxyear while i was visiting xxxx i decided to place an order at an online dispensary that also seemed to have xxxx xxxx xxxx xxxx around where i was staying they were called xxxx xxxx the transaction required me to use xxxx xxxx and then coinbase onramp to complete the transaction since it was basically a wire p2p transaction neither of these companies were able to assist me in disputing these transactions they instructed me that i had to dispute with my financial institution once completed i was supposed to receive an email which i did not the help number on their site instructed that users text that number which i did and i called to receive no response now when you attempt to go to their site it states the user has been suspended xxxx xxxx xxxx,0
12511020,Credit card,hello so unfortunately i had a trip scheduled for my fiance and i for xxxx xxxx xxxx but we couldnt go because on xxxxxxxx my mother in law xxxx xxxx xxxx we have since been residing in xxxx ny taking care of her full time i met the requirements for a full refund but xxxx xxxx denied me so i filed a claim through my chase sapphire reserve travel protection insurance as i made the purchase with this credit card i provided a medical note proving my mother in law her xxxx xxxx xxxxxxxx from a fall and needed a care taker the itinerary for the trip proof of cancellation proof of payment via bank statement total itinerary expenses the xxxx xxxx cancellation policy trip information and everthihg else requested i submitted this on xxxxxxxx and was told to wait 710 business days it is now the xxxx business day no adjuster has looked at my claim and i call chase 1 or 3 times a day to be given the run around about how its going to be looked at the business days time frame keeps changing this is horrible behavior from chase and i should not have to pay 55000 in an annual fee for this card 3 years with chase and this is what you get i just want my total compensation back which is almost 150000 for a trip i cant go on with travel protection that i pay for and insurance,0
13978852,Checking or savings account,wells fargo failed to notify xxxx xxxx xxxx breach within 10 days mailed debit card and activation of card admitting the error my funds were literally siphoned from my account and continuously until all funds were wiped out and then my account was closed this was never authorized or even aware of under fdic i request my funds returned immediately due to the fact this was a banking internal problem allowing the fraud and theft of my finances i have the letters police reports and more regarding some of the missing funds but the remainder was not accounted return my money they allowed to be stolen then had the audacity to victimize me in writing regarding the conditions of the matter which is completely unacceptable in action and practices,0
13801978,Checking or savings account,between xxxxxxxx and xxxxyear my business checking account with bank of america xxxx xxxx xxxx xxxx was charged 9000 in overdraft fees resulting from a unique combination of circumstances that were outside my control first a scheduled client payment was delayed which i had expected to cover the account balance in time second an employee mistakenly used my business debit card via xxxx xxxx unaware that it was linked to this account these were small transactions mostly under 1000 such as coffee and minor purchases however each one triggered a 1000 overdraft fee compounding the impact significantly once i became aware of the charges i immediately contacted bank of americas customer service and was transferred to a supervisor i clearly explained that the negative balance was caused by a delayed deposit not irresponsible spending the transactions were accidental and not made by me personally i am trying to bring the account back to good standing but these fees make that extremely difficult despite my explanation bank of america refused to reverse the charges even as a onetime courtesy i stressed that im a small business owner and this situation was caused by timing not mismanagement still they would not assist i am asking the cfpb to help review this matter and assist in securing a courtesy refund of 9000 in overdraft fees ive made every goodfaith effort to resolve this directly and am only turning to you as a last resort the current outcome feels punitive and unfair especially to a small business trying to stay afloat,0
13455021,Checking or savings account,i had an account that had multiple atm debits performed without my authorization or knowledge after months of dispute cases they credited me for case xxxx so there were more atm debits transacted the same way i was patient and filed disputes to recover the social security benefits that were debited while hospitalized i was not able to function much less do any transactions the additional 2 dispute claims xxxx and xxxx should have been credited because of same activity the only progress was made when a netspend representative called harassing and badgering me about activity i wrote many appeal letters and requests they are just violating rights because they closed account and made it impossible to get statements i have lost state benefits due to netspend xxxx not providing financial transactions i request a total of 160000 for the two claims and 42000 overdraft fees i am elderly and xxxx i am facing eviction due to the theft of my benefits,0
13914626,Credit card,in the last quarter of xxxx i made a promotional purchase of approximately 91000 on my wells fargo xxxx xxxx credit card under a no interest if paid in full in 6 months financing plan due to financial hardship i was unable to pay off the full balance by the promotional deadline of xxxxxxxx despite this i remained proactive and submitted a 40000 payment on xxxxxxxx in good faith at no time did wells fargos online portal indicate that the account had been closed on xxxxxxxx xxxxfive days earlier i received no verifiable or confirmed notice of closure prior to making that payment after the fact wells fargo claimed to have mailed a closure letter on xxxxxxxx however they have failed to provide any proof of delivery and their representative simply stated that they had mailed it out using that as justification for continuing to penalize me as of today wells fargo claims i owe 40000 by xxxxxxxx xxxxnearly 45 above the original balancethe bulk of which is deferred interest and late penalties added after account closure this entire sequence of events occurred while i was financially vulnerable and wells fargo denied me a reasonable opportunity to resolve the account before closure or be offered hardship support accepted my 40000 payment after the account was already closed without disclosing its closure statusconstituting a deceptive act ignored followup attempts to negotiate resolution despite promising to respond by xxxxxxxx xxxx xxxx xxxx xxxx xxxx and has since gone silent these actions constitute unfair deceptive and abusive acts or practices udaap under the doddfrank wall street reform and consumer protection act 12 usc 5531 unfair by imposing excessive charges after refusing to offer accommodations or alternative resolution pathways despite my hardship deceptive by failing to disclose the account was closed when accepting my xxxxxxxx payment abusive by relying on an unconfirmed mailed notice to justify punitive action and withholding hardship support both before and after closure with obscenely high interest i have now paid over 90 of the original balance yet wells fargo continues to demand hundreds more in interest and fees while refusing to acknowledge their failure to notify or to accommodate me under any hardship relief their conduct is predatory and procedurally unjust,0
12512512,"Money transfer, virtual currency, or money service",i sent a wire transfer of xxxx by xxxx xxxx xxxx xxxx xxxx xxxx to us bank this was supposed to go to xxxx store and i was given instructions by xxxx the account number and routing number they claim the money was never received i tried calling us bank and they refused xxxx talk with me due to the fact i didnt have an account with them xxxx sais that i should get a certificate from my bank to prove this fund as sent but my bank will not provide this to me someone has this xxxx of mine and i just can not get an answer and this has become a nightmare which started xxxx i am desperate and in need of help and have no where to turn i have the wire transfer information with the account number and routing number,0
